rank,arxiv_id,title,published_date,cited_by_count,total_score,abs_url
10317,2209.01260,A Failure Identification and Recovery Framework for a Planar Reconfigurable Cable Driven Parallel Robot,2022-09-02,missing,1.0,https://arxiv.org/abs/2209.01260
10318,2209.01207,Co-Imitation: Learning Design and Behaviour by Imitation,2022-09-02,missing,1.0,https://arxiv.org/abs/2209.01207
10319,2209.01117,Differentiable Optimal Control via Differential Dynamic Programming,2022-09-02,missing,1.0,https://arxiv.org/abs/2209.01117
10320,2209.00853,TarGF: Learning Target Gradient Field to Rearrange Objects without Explicit Goal Specification,2022-09-02,missing,1.0,https://arxiv.org/abs/2209.00853
10321,2209.00414,"Hey, robot! An investigation of getting robot's attention through touch",2022-09-01,missing,1.0,https://arxiv.org/abs/2209.00414
10322,2208.14543,BioSLAM: A Bio-inspired Lifelong Memory System for General Place Recognition,2022-08-30,missing,1.0,https://arxiv.org/abs/2208.14543
10323,2208.12250,Grasp'D: Differentiable Contact-rich Grasp Synthesis for Multi-fingered Hands,2022-08-25,missing,1.0,https://arxiv.org/abs/2208.12250
10324,2208.12184,Decentralized Nonlinear Control of Redundant Upper Limb Exoskeleton with Natural Adaptation Law,2022-08-25,missing,1.0,https://arxiv.org/abs/2208.12184
10325,2208.11845,Elly: A Real-Time Failure Recovery and Data Collection System for Robotic Manipulation,2022-08-25,missing,1.0,https://arxiv.org/abs/2208.11845
10326,2208.11538,Visual Servoing in Orchard Settings,2022-08-24,missing,1.0,https://arxiv.org/abs/2208.11538
10327,2208.10768,TRIGGER: A Lightweight Universal Jamming Gripper for Aerial Grasping,2022-08-23,missing,1.0,https://arxiv.org/abs/2208.10768
10328,2208.10552,SpeedFolding: Learning Efficient Bimanual Folding of Garments,2022-08-22,missing,1.0,https://arxiv.org/abs/2208.10552
10329,2208.10409,Automated Noncontact Trapping of Moving Micro-particle with Ultrasonic Phased Array System and Microscopic Vision,2022-08-22,missing,1.0,https://arxiv.org/abs/2208.10409
10330,2208.10291,Efficient Planning in a Compact Latent Action Space,2022-08-22,missing,1.0,https://arxiv.org/abs/2208.10291
10331,2208.10211,PoseBERT: A Generic Transformer Module for Temporal 3D Human Modeling,2022-08-22,missing,1.0,https://arxiv.org/abs/2208.10211
10332,2208.09452,Unified Policy Optimization for Continuous-action Reinforcement Learning in Non-stationary Tasks and Games,2022-08-19,missing,1.0,https://arxiv.org/abs/2208.09452
10333,2208.09074,dPMP-Deep Probabilistic Motion Planning: A use case in Strawberry Picking Robot,2022-08-18,missing,1.0,https://arxiv.org/abs/2208.09074
10334,2208.08873,Robust Artificial Delay based Impedance Control of Robotic Manipulators with Uncertain Dynamics,2022-08-18,missing,1.0,https://arxiv.org/abs/2208.08873
10335,2208.08688,Intention estimation from gaze and motion features for human-robot shared-control object manipulation,2022-08-18,missing,1.0,https://arxiv.org/abs/2208.08688
10336,2208.07035,Model Predictive Impedance Control with Gaussian Processes for Human and Environment Interaction,2022-08-15,missing,1.0,https://arxiv.org/abs/2208.07035
10337,2208.05032,"An Integrated Actuation-Perception Framework for Robotic Leaf Retrieval: Detection, Localization, and Cutting",2022-08-09,missing,1.0,https://arxiv.org/abs/2208.05032
10338,2208.04833,From Scratch to Sketch: Deep Decoupled Hierarchical Reinforcement Learning for Robotic Sketching Agent,2022-08-09,missing,1.0,https://arxiv.org/abs/2208.04833
10339,2208.04604,Robotic Untangling of Herbs and Salads with Parallel Grippers,2022-08-09,missing,1.0,https://arxiv.org/abs/2208.04604
10340,2208.04487,Fast Reflexive Grasping with a Proprioceptive Teleoperation Platform,2022-08-09,missing,1.0,https://arxiv.org/abs/2208.04487
10341,2208.03963,MetaGraspNet: A Large-Scale Benchmark Dataset for Scene-Aware Ambidextrous Bin Picking via Physics-based Metaverse Synthesis,2022-08-08,missing,1.0,https://arxiv.org/abs/2208.03963
10342,2208.02885,Grasp Stability Prediction with Sim-to-Real Transfer from Tactile Sensing,2022-08-04,missing,1.0,https://arxiv.org/abs/2208.02885
10343,2208.02434,Backward Imitation and Forward Reinforcement Learning via Bi-directional Model Rollouts,2022-08-04,missing,1.0,https://arxiv.org/abs/2208.02434
10344,2208.02207,Robot Learning from Demonstration Using Elastic Maps,2022-08-03,missing,1.0,https://arxiv.org/abs/2208.02207
10345,2208.02067,Learning Shape Control of Elastoplastic Deformable Linear Objects,2022-08-03,missing,1.0,https://arxiv.org/abs/2208.02067
10346,2208.01899,Understanding Adversarial Imitation Learning in Small Sample Regime: A Stage-coupled Analysis,2022-08-03,missing,1.0,https://arxiv.org/abs/2208.01899
10347,2208.01605,Learning Skill-based Industrial Robot Tasks with User Priors,2022-08-02,missing,1.0,https://arxiv.org/abs/2208.01605
10348,2208.00843,Relay Hindsight Experience Replay: Self-Guided Continual Reinforcement Learning for Sequential Object Manipulation Tasks with Sparse Rewards,2022-08-01,missing,1.0,https://arxiv.org/abs/2208.00843
10349,2208.00810,A Whole-Body Controller Based on a Simplified Template for Rendering Impedances in Quadruped Manipulators,2022-08-01,missing,1.0,https://arxiv.org/abs/2208.00810
10350,2208.00596,A System for Imitation Learning of Contact-Rich Bimanual Manipulation Policies,2022-08-01,missing,1.0,https://arxiv.org/abs/2208.00596
10351,2208.00478,Robot Policy Learning from Demonstration Using Advantage Weighting and Early Termination,2022-07-31,missing,1.0,https://arxiv.org/abs/2208.00478
10352,2207.14007,Learning Dynamic Manipulation Skills from Haptic-Play,2022-07-28,missing,1.0,https://arxiv.org/abs/2207.14007
10353,2207.13591,RobotIO: A Python Library for Robot Manipulation Experiments,2022-07-27,missing,1.0,https://arxiv.org/abs/2207.13591
10354,2207.13552,iCub Knows Where You Look: Exploiting Social Cues for Interactive Object Detection Learning,2022-07-27,missing,1.0,https://arxiv.org/abs/2207.13552
10355,2207.13438,A Contact-Safe Reinforcement Learning Framework for Contact-Rich Robot Manipulation,2022-07-27,missing,1.0,https://arxiv.org/abs/2207.13438
10356,2209.03900,Interactive Imitation Learning in Robotics based on Simulations,2022-07-26,missing,1.0,https://arxiv.org/abs/2209.03900
10357,2207.12552,Peduncle Gripping and Cutting Force for Strawberry Harvesting Robotic End-effector Design,2022-07-25,missing,1.0,https://arxiv.org/abs/2207.12552
10358,2207.12224,Learning Human Body Motions from Skeleton-Based Observations for Robot-Assisted Therapy,2022-07-25,missing,1.0,https://arxiv.org/abs/2207.12224
10359,2207.11901,"A Closed-Loop Perception, Decision-Making and Reasoning Mechanism for Human-Like Navigation",2022-07-25,missing,1.0,https://arxiv.org/abs/2207.11901
10360,2207.11569,Robots Enact Malignant Stereotypes,2022-07-23,missing,1.0,https://arxiv.org/abs/2207.11569
10361,2207.11313,Graph-Structured Policy Learning for Multi-Goal Manipulation Tasks,2022-07-22,missing,1.0,https://arxiv.org/abs/2207.11313
10362,2207.10763,Tactile Gym 2.0: Sim-to-real Deep Reinforcement Learning for Comparing Low-cost High-Resolution Robot Touch,2022-07-21,missing,1.0,https://arxiv.org/abs/2207.10763
10363,2207.10457,A Survey of Robotic Harvesting Systems and Enabling Technologies,2022-07-21,missing,1.0,https://arxiv.org/abs/2207.10457
10364,2207.10148,Learning Deformable Object Manipulation from Expert Demonstrations,2022-07-20,missing,1.0,https://arxiv.org/abs/2207.10148
10365,2207.09813,A Shared Autonomy Reconfigurable Control Framework for Telemanipulation of Multi-arm Systems,2022-07-20,missing,1.0,https://arxiv.org/abs/2207.09813
10366,2207.09450,Human-to-Robot Imitation in the Wild,2022-07-19,missing,1.0,https://arxiv.org/abs/2207.09450
10367,2207.09344,Online Dynamics Learning for Predictive Control with an Application to Aerial Robots,2022-07-19,missing,1.0,https://arxiv.org/abs/2207.09344
10368,2207.09314,Self-Supervised Interactive Object Segmentation Through a Singulation-and-Grasping Approach,2022-07-19,missing,1.0,https://arxiv.org/abs/2207.09314
10369,2207.08673,Back to the Manifold: Recovering from Out-of-Distribution States,2022-07-18,missing,1.0,https://arxiv.org/abs/2207.08673
10370,2207.08215,Optimizing out-of-plane stiffness for soft grippers,2022-07-17,missing,1.0,https://arxiv.org/abs/2207.08215
10371,2207.08192,"BusyBot: Learning to Interact, Reason, and Plan in a BusyBoard Environment",2022-07-17,missing,1.0,https://arxiv.org/abs/2207.08192
10372,2207.08078,Toward Efficient Task Planning for Dual-Arm Tabletop Object Rearrangement,2022-07-17,missing,1.0,https://arxiv.org/abs/2207.08078
10373,2207.07870,Scene Graph for Embodied Exploration in Cluttered Scenario,2022-07-16,missing,1.0,https://arxiv.org/abs/2207.07870
10374,2207.07861,TransGrasp: Grasp Pose Estimation of a Category of Objects by Transferring Grasps from Only One Labeled Instance,2022-07-16,missing,1.0,https://arxiv.org/abs/2207.07861
10375,2207.07813,Autonomously Untangling Long Cables,2022-07-16,missing,1.0,https://arxiv.org/abs/2207.07813
10376,2207.07560,Skill-based Model-based Reinforcement Learning,2022-07-15,missing,1.0,https://arxiv.org/abs/2207.07560
10377,2207.07437,Learning Flexible Translation between Robot Actions and Language Descriptions,2022-07-15,missing,1.0,https://arxiv.org/abs/2207.07437
10378,2207.07289,A Simulation Study of Functional Electrical Stimulation for An Upper Limb Rehabilitation Robot using Iterative Learning Control (ILC) and Linear models,2022-07-15,missing,1.0,https://arxiv.org/abs/2207.07289
10379,2207.05604,Time-Optimal Trajectory Planning with Interaction with the Environment,2022-07-12,missing,1.0,https://arxiv.org/abs/2207.05604
10380,2207.05053,Learning Continuous Grasping Function with a Dexterous Hand from Human Demonstrations,2022-07-11,missing,1.0,https://arxiv.org/abs/2207.05053
10381,2207.05018,Learning Temporally Extended Skills in Continuous Domains as Symbolic Actions for Planning,2022-07-11,missing,1.0,https://arxiv.org/abs/2207.05018
10382,2207.05006,TASKOGRAPHY: Evaluating robot task planning over large 3D scene graphs,2022-07-11,missing,1.0,https://arxiv.org/abs/2207.05006
10383,2207.04703,Don't Start From Scratch: Leveraging Prior Data to Automate Robotic Reinforcement Learning,2022-07-11,missing,1.0,https://arxiv.org/abs/2207.04703
10384,2207.04638,Learning Closed-loop Dough Manipulation Using a Differentiable Reset Module,2022-07-11,missing,1.0,https://arxiv.org/abs/2207.04638
10385,2207.04364,Sequential Manipulation Planning on Scene Graph,2022-07-10,missing,1.0,https://arxiv.org/abs/2207.04364
10386,2207.04136,CompoSuite: A Compositional Reinforcement Learning Benchmark,2022-07-08,missing,1.0,https://arxiv.org/abs/2207.04136
10387,2207.03603,Anthropomorphic Twisted String-Actuated Soft Robotic Gripper with Tendon-Based Stiffening,2022-07-07,missing,1.0,https://arxiv.org/abs/2207.03603
10388,2207.03530,VMAS: A Vectorized Multi-Agent Simulator for Collective Robot Learning,2022-07-07,missing,1.0,https://arxiv.org/abs/2207.03530
10389,2207.03483,Finding Fallen Objects Via Asynchronous Audio-Visual Integration,2022-07-07,missing,1.0,https://arxiv.org/abs/2207.03483
10390,2207.03444,Fairness and Bias in Robot Learning,2022-07-07,missing,1.0,https://arxiv.org/abs/2207.03444
10391,2207.03395,"Unified Learning from Demonstrations, Corrections, and Preferences during Physical Human-Robot Interaction",2022-07-07,missing,1.0,https://arxiv.org/abs/2207.03395
10392,2207.03348,Human-Robot Commensality: Bite Timing Prediction for Robot-Assisted Feeding in Groups,2022-07-07,missing,1.0,https://arxiv.org/abs/2207.03348
10393,2207.03315,Wrapping Haptic Displays Around Robot Arms to Communicate Learning,2022-07-07,missing,1.0,https://arxiv.org/abs/2207.03315
10394,2207.03124,Retro-RL: Reinforcing Nominal Controller With Deep Reinforcement Learning for Tilting-Rotor Drones,2022-07-07,missing,1.0,https://arxiv.org/abs/2207.03124
10395,2207.03034,Energy-based Legged Robots Terrain Traversability Modeling via Deep Inverse Reinforcement Learning,2022-07-07,missing,1.0,https://arxiv.org/abs/2207.03034
10396,2207.02959,NeuralGrasps: Learning Implicit Representations for Grasps of Multiple Robotic Hands,2022-07-06,missing,1.0,https://arxiv.org/abs/2207.02959
10397,2207.02843,Learning Haptic-based Object Pose Estimation for In-hand Manipulation Control with Underactuated Robotic Hands,2022-07-06,missing,1.0,https://arxiv.org/abs/2207.02843
10398,2207.02671,Low-Level Force-Control of MR-Hydrostatic Actuators,2022-07-06,missing,1.0,https://arxiv.org/abs/2207.02671
10399,2207.02556,Deep Learning Approaches to Grasp Synthesis: A Review,2022-07-06,missing,1.0,https://arxiv.org/abs/2207.02556
10400,2207.02464,A Learning System for Motion Planning of Free-Float Dual-Arm Space Manipulator towards Non-Cooperative Object,2022-07-06,missing,1.0,https://arxiv.org/abs/2207.02464
10401,2207.02007,The StarCraft Multi-Agent Challenges+ : Learning of Multi-Stage Tasks and Environmental Factors without Precise Reward Functions,2022-07-05,missing,1.0,https://arxiv.org/abs/2207.02007
10402,2207.01971,DualAfford: Learning Collaborative Visual Affordance for Dual-gripper Manipulation,2022-07-05,missing,1.0,https://arxiv.org/abs/2207.01971
10403,2207.01840,Randomized-to-Canonical Model Predictive Control for Real-world Visual Robotic Manipulation,2022-07-05,missing,1.0,https://arxiv.org/abs/2207.01840
10404,2207.01684,Robot Vitals and Robot Health: Towards Systematically Quantifying Runtime Performance Degradation in Robots Under Adverse Conditions,2022-07-04,missing,1.0,https://arxiv.org/abs/2207.01684
10405,2207.01418,Simultaneous Contact-Rich Grasping and Locomotion via Distributed Optimization Enabling Free-Climbing for Multi-Limbed Robots,2022-07-04,missing,1.0,https://arxiv.org/abs/2207.01418
10406,2207.01214,Integrating a Manual Pipette into a Collaborative Robot Manipulator for Flexible Liquid Dispensing,2022-07-04,missing,1.0,https://arxiv.org/abs/2207.01214
10407,2207.01180,SCALER: A Tough Versatile Quadruped Free-Climber Robot,2022-07-04,missing,1.0,https://arxiv.org/abs/2207.01180
10408,2207.00942,Pregrasp Object Material Classification by a Novel Gripper Design with Integrated Spectroscopy,2022-07-03,missing,1.0,https://arxiv.org/abs/2207.00942
10409,2207.00911,Learning Switching Criteria for Sim2Real Transfer of Robotic Fabric Manipulation Policies,2022-07-02,missing,1.0,https://arxiv.org/abs/2207.00911
10410,2207.00724,Noise and Edge Based Dual Branch Image Manipulation Detection,2022-07-02,missing,1.0,https://arxiv.org/abs/2207.00724
10411,2207.00692,Humanoid Self-Collision Avoidance Using Whole-Body Control with Control Barrier Functions,2022-07-01,missing,1.0,https://arxiv.org/abs/2207.00692
10412,2207.00195,Learning Diverse and Physically Feasible Dexterous Grasps with Generative Model and Bilevel Optimization,2022-07-01,missing,1.0,https://arxiv.org/abs/2207.00195
10413,2206.15469,Watch and Match: Supercharging Imitation with Regularized Optimal Transport,2022-06-30,missing,1.0,https://arxiv.org/abs/2206.15469
10414,2206.15159,EfficientGrasp: A Unified Data-Efficient Learning to Grasp Method for Multi-fingered Robot Hands,2022-06-30,missing,1.0,https://arxiv.org/abs/2206.15159
10415,2206.14998,Understanding Physical Effects for Effective Tool-use,2022-06-30,missing,1.0,https://arxiv.org/abs/2206.14998
10416,2206.14867,Pre-stressed Bi-stable Hair Clip Mechanism for Faster Swimming Robots,2022-06-29,missing,1.0,https://arxiv.org/abs/2206.14867
10417,2206.14854,Neural Motion Fields: Encoding Grasp Trajectories as Implicit Value Functions,2022-06-29,missing,1.0,https://arxiv.org/abs/2206.14854
10418,2206.14802,Visual Foresight With a Local Dynamics Model,2022-06-29,missing,1.0,https://arxiv.org/abs/2206.14802
10419,2206.14530,Deep Active Visual Attention for Real-time Robot Motion Generation: Emergence of Tool-body Assimilation and Adaptive Tool-use,2022-06-29,missing,1.0,https://arxiv.org/abs/2206.14530
10420,2206.14293,Human-Multirobot Collaborative Mobile Manipulation: the Omnid Mocobots,2022-06-28,missing,1.0,https://arxiv.org/abs/2206.14293
10421,2206.14244,Masked World Models for Visual Control,2022-06-28,missing,1.0,https://arxiv.org/abs/2206.14244
10422,2206.14176,DayDreamer: World Models for Physical Robot Learning,2022-06-28,missing,1.0,https://arxiv.org/abs/2206.14176
10423,2206.13973,Towards a Grounded Theory of Causation for Embodied AI,2022-06-28,missing,1.0,https://arxiv.org/abs/2206.13973
10424,2206.13966,Dext-Gen: Dexterous Grasping in Sparse Reward Environments with Full Orientation Control,2022-06-28,missing,1.0,https://arxiv.org/abs/2206.13966
10425,2206.12728,Learning Preconditions of Hybrid Force-Velocity Controllers for Contact-Rich Manipulation,2022-06-25,missing,1.0,https://arxiv.org/abs/2206.12728
10426,2206.12655,"BRL/Pisa/IIT SoftHand: A Low-cost, 3D-Printed, Underactuated, Tendon-Driven Hand with Soft and Adaptive Synergies",2022-06-25,missing,1.0,https://arxiv.org/abs/2206.12655
10427,2206.11795,Video PreTraining (VPT): Learning to Act by Watching Unlabeled Online Videos,2022-06-23,missing,1.0,https://arxiv.org/abs/2206.11795
10428,2206.11626,Model-Based Disturbance Estimation for a Fiber-Reinforced Soft Manipulator using Orientation Sensing,2022-06-23,missing,1.0,https://arxiv.org/abs/2206.11626
10429,2206.11396,Multi-Horizon Representations with Hierarchical Forward Models for Reinforcement Learning,2022-06-22,missing,1.0,https://arxiv.org/abs/2206.11396
10430,2206.11299,Latent Policies for Adversarial Imitation Learning,2022-06-22,missing,1.0,https://arxiv.org/abs/2206.11299
10431,2206.11251,Behavior Transformers: Cloning $k$ modes with one stone,2022-06-22,missing,1.0,https://arxiv.org/abs/2206.11251
10432,2206.11030,KeyCLD: Learning Constrained Lagrangian Dynamics in Keypoint Coordinates from Images,2022-06-22,missing,1.0,https://arxiv.org/abs/2206.11030
10433,2206.10798,Sensor Observability Index: Evaluating Sensor Alignment for Task-Space Observability in Robotic Manipulators,2022-06-22,missing,1.0,https://arxiv.org/abs/2206.10798
10434,2206.10797,Imitation Learning for Generalizable Self-driving Policy with Sim-to-real Transfer,2022-06-22,missing,1.0,https://arxiv.org/abs/2206.10797
10435,2206.10787,Global Planning for Contact-Rich Manipulation via Local Smoothing of Quasi-dynamic Contact Models,2022-06-22,missing,1.0,https://arxiv.org/abs/2206.10787
10436,2206.10707,Online Modeling and Control of Soft Multi-fingered Grippers via Koopman Operator Theory,2022-06-21,missing,1.0,https://arxiv.org/abs/2206.10707
10437,2206.10680,Learning Neuro-Symbolic Skills for Bilevel Planning,2022-06-21,missing,1.0,https://arxiv.org/abs/2206.10680
10438,2206.10289,Imitation Learning for Nonprehensile Manipulation through Self-Supervised Learning Considering Motion Speed,2022-06-21,missing,1.0,https://arxiv.org/abs/2206.10289
10439,2206.10101,Model-Based Imitation Learning Using Entropy Regularization of Model and Policy,2022-06-21,missing,1.0,https://arxiv.org/abs/2206.10101
10440,2206.09498,Learning Multi-Task Transferable Rewards via Variational Inverse Reinforcement Learning,2022-06-19,missing,1.0,https://arxiv.org/abs/2206.09498
10441,2206.08737,N$^2$M$^2$: Learning Navigation for Arbitrary Mobile Manipulation Motions in Unseen and Dynamic Environments,2022-06-17,missing,1.0,https://arxiv.org/abs/2206.08737
10442,2206.08686,Towards Human-Level Bimanual Dexterous Manipulation with Reinforcement Learning,2022-06-17,missing,1.0,https://arxiv.org/abs/2206.08686
10443,2206.08522,VLMbench: A Compositional Benchmark for Vision-and-Language Manipulation,2022-06-17,missing,1.0,https://arxiv.org/abs/2206.08522
10444,2206.08292,Closed-loop Position Control of a Pediatric Soft Robotic Wearable Device for Upper Extremity Assistance,2022-06-16,missing,1.0,https://arxiv.org/abs/2206.08292
10445,2206.10351,Novel total hip surgery robotic system based on self-localization and optical measurement,2022-06-15,missing,1.0,https://arxiv.org/abs/2206.10351
10446,2206.06556,F3 Hand: A Versatile Robot Hand Inspired by Human Thumb and Index Fingers,2022-06-14,missing,1.0,https://arxiv.org/abs/2206.06556
10447,2206.06289,Silver-Bullet-3D at ManiSkill 2021: Learning-from-Demonstrations and Heuristic Rule-based Methods for Object Manipulation,2022-06-13,missing,1.0,https://arxiv.org/abs/2206.06289
10448,2206.05671,Reinforcement Learning for Vision-based Object Manipulation with Non-parametric Policy and Action Primitives,2022-06-12,missing,1.0,https://arxiv.org/abs/2206.05671
10449,2206.05601,Simple Kinesthetic Haptics for Object Recognition,2022-06-11,missing,1.0,https://arxiv.org/abs/2206.05601
10450,2206.05573,Learning Model Preconditions for Planning with Multiple Models,2022-06-11,missing,1.0,https://arxiv.org/abs/2206.05573
10451,2206.05424,Precise Affordance Annotation for Egocentric Action Video Datasets,2022-06-11,missing,1.0,https://arxiv.org/abs/2206.05424
10452,2206.05096,LTL-Transfer: Skill Transfer for Temporal Task Specification,2022-06-10,missing,1.0,https://arxiv.org/abs/2206.05096
10453,2206.04890,Adversarial Counterfactual Environment Model Learning,2022-06-10,missing,1.0,https://arxiv.org/abs/2206.04890
10454,2206.04873,Imitation Learning via Differentiable Physics,2022-06-10,missing,1.0,https://arxiv.org/abs/2206.04873
10455,2206.04596,Linear Delta Arrays for Compliant Dexterous Distributed Manipulation,2022-06-09,missing,1.0,https://arxiv.org/abs/2206.04596
10456,2206.04585,Extracting Zero-shot Common Sense from Large Language Models for Robot 3D Scene Understanding,2022-06-09,missing,1.0,https://arxiv.org/abs/2206.04585
10457,2206.04114,Deep Hierarchical Planning from Pixels,2022-06-08,missing,1.0,https://arxiv.org/abs/2206.04114
10458,2206.03809,Control with Patterns: A D-learning Method,2022-06-08,missing,1.0,https://arxiv.org/abs/2206.03809
10459,2206.03597,Meta-Learning Parameterized Skills,2022-06-07,missing,1.0,https://arxiv.org/abs/2206.03597
10460,2206.03211,Variational Meta Reinforcement Learning for Social Robotics,2022-06-07,missing,1.0,https://arxiv.org/abs/2206.03211
10461,2206.03023,How Far I'll Go: Offline Goal-Conditioned Reinforcement Learning via $f$-Advantage Regression,2022-06-07,missing,1.0,https://arxiv.org/abs/2206.03023
10462,2206.02341,Complex Locomotion Skill Learning via Differentiable Physics,2022-06-06,missing,1.0,https://arxiv.org/abs/2206.02341
10463,2206.02095,ARC - Actor Residual Critic for Adversarial Imitation Learning,2022-06-05,missing,1.0,https://arxiv.org/abs/2206.02095
10464,2206.01683,FishGym: A High-Performance Physics-based Simulation Framework for Underwater Robot Learning,2022-06-03,missing,1.0,https://arxiv.org/abs/2206.01683
10465,2206.01411,One-shot Learning for Autonomous Aerial Manipulation,2022-06-03,missing,1.0,https://arxiv.org/abs/2206.01411
10466,2206.00559,Learning to Sequence and Blend Robot Skills via Differentiable Optimization,2022-06-01,missing,1.0,https://arxiv.org/abs/2206.00559
10467,2205.15276,Multi-Object Grasping -- Types and Taxonomy,2022-05-30,missing,1.0,https://arxiv.org/abs/2205.15276
10468,2205.14953,Multi-Agent Reinforcement Learning is a Sequence Modeling Problem,2022-05-30,missing,1.0,https://arxiv.org/abs/2205.14953
10469,2205.14850,Play it by Ear: Learning Skills amidst Occlusion through Audio-Visual Imitation Learning,2022-05-30,missing,1.0,https://arxiv.org/abs/2205.14850
10470,2205.14292,BulletArm: An Open-Source Robotic Manipulation Benchmark and Learning Framework,2022-05-28,missing,1.0,https://arxiv.org/abs/2205.14292
10471,2205.14006,The Utility of Synthetic Reflexes and Haptic Feedback for Upper-Limb Prostheses in a Dexterous Task Without Direct Vision,2022-05-27,missing,1.0,https://arxiv.org/abs/2205.14006
10472,2205.13561,Physics-Guided Hierarchical Reward Mechanism for Learning-Based Robotic Grasping,2022-05-26,missing,1.0,https://arxiv.org/abs/2205.13561
10473,2205.13441,Multi-Phase Multi-Objective Dexterous Manipulation with Adaptive Hierarchical Curriculum,2022-05-26,missing,1.0,https://arxiv.org/abs/2205.13441
10474,2205.13011,Flying Hydraulically Amplified Electrostatic Gripper System for Aerial Object Manipulation,2022-05-25,missing,1.0,https://arxiv.org/abs/2205.13011
10475,2205.11110,Meta-Learning Regrasping Strategies for Physical-Agnostic Objects,2022-05-23,missing,1.0,https://arxiv.org/abs/2205.11110
10476,2205.10837,Neural Inverse Kinematics,2022-05-22,missing,1.0,https://arxiv.org/abs/2205.10837
10477,2205.10816,Chain of Thought Imitation with Procedure Cloning,2022-05-22,missing,1.0,https://arxiv.org/abs/2205.10816
10478,2205.10564,Shared-Control Robotic Manipulation in Virtual Reality,2022-05-21,missing,1.0,https://arxiv.org/abs/2205.10564
10479,2205.12992,"Open Arms: Open-Source Arms, Hands & Control",2022-05-20,missing,1.0,https://arxiv.org/abs/2205.12992
10480,2205.10431,Learning Dense Reward with Temporal Variant Self-Supervision,2022-05-20,missing,1.0,https://arxiv.org/abs/2205.10431
10481,2205.09795,SARI: Shared Autonomy across Repeated Interaction,2022-05-19,missing,1.0,https://arxiv.org/abs/2205.09795
10482,2205.09430,Action Conditioned Tactile Prediction: case study on slip prediction,2022-05-19,missing,1.0,https://arxiv.org/abs/2205.09430
10483,2205.09251,IL-flOw: Imitation Learning from Observation using Normalizing Flows,2022-05-19,missing,1.0,https://arxiv.org/abs/2205.09251
10484,2205.08975,Personalized Behaviour Models: A Survey Focusing on Autism Therapy Applications,2022-05-18,missing,1.0,https://arxiv.org/abs/2205.08975
10485,2205.08316,Self-Supervised Learning of Multi-Object Keypoints for Robotic Manipulation,2022-05-17,missing,1.0,https://arxiv.org/abs/2205.08316
10486,2205.08210,Towards Robotic Laboratory Automation Plug & Play: Survey and Concept Proposal on Teaching-free Robot Integration with the LAPP Digital Twin,2022-05-17,missing,1.0,https://arxiv.org/abs/2205.08210
10487,2205.08189,Automatic Acquisition of a Repertoire of Diverse Grasping Trajectories through Behavior Shaping and Novelty Search,2022-05-17,missing,1.0,https://arxiv.org/abs/2205.08189
10488,2205.07481,Bridging Sim2Real Gap Using Image Gradients for the Task of End-to-End Autonomous Driving,2022-05-16,missing,1.0,https://arxiv.org/abs/2205.07481
10489,2205.07437,Roman: Making Everyday Objects Robotically Manipulable with 3D-Printable Add-on Mechanisms,2022-05-16,missing,1.0,https://arxiv.org/abs/2205.07437
10490,2205.07219,Design and Stiffness Analysis of a Bio-inspired Soft Actuator with Bi-direction Tunable Stiffness Property,2022-05-15,missing,1.0,https://arxiv.org/abs/2205.07219
10491,2205.07066,F1 Hand: A Versatile Fixed-Finger Gripper for Delicate Teleoperation and Autonomous Grasping,2022-05-14,missing,1.0,https://arxiv.org/abs/2205.07066
10492,2205.06333,Visuomotor Control in Multi-Object Scenes Using Object-Aware Representations,2022-05-12,missing,1.0,https://arxiv.org/abs/2205.06333
10493,2205.05963,Economical Precise Manipulation and Auto Eye-Hand Coordination with Binocular Visual Reinforcement Learning,2022-05-12,missing,1.0,https://arxiv.org/abs/2205.05963
10494,2205.05960,Robot Cooking with Stir-fry: Bimanual Non-prehensile Manipulation of Semi-fluid Objects,2022-05-12,missing,1.0,https://arxiv.org/abs/2205.05960
10495,2205.05748,Tiny Robot Learning: Challenges and Directions for Machine Learning in Resource-Constrained Robots,2022-05-11,missing,1.0,https://arxiv.org/abs/2205.05748
10496,2205.05678,RISP: Rendering-Invariant State Predictor with Differentiable Simulation and Rendering for Cross-Domain Parameter Estimation,2022-05-11,missing,1.0,https://arxiv.org/abs/2205.05678
10497,2205.05569,Delayed Reinforcement Learning by Imitation,2022-05-11,missing,1.0,https://arxiv.org/abs/2205.05569
10498,2205.05351,Human-Robot Interface to Operate Robotic Systems via Muscle Synergy-Based Kinodynamic Information Transfer,2022-05-11,missing,1.0,https://arxiv.org/abs/2205.05351
10499,2205.05212,A State-Distribution Matching Approach to Non-Episodic Reinforcement Learning,2022-05-11,missing,1.0,https://arxiv.org/abs/2205.05212
10500,2205.04195,Disturbance-Injected Robust Imitation Learning with Task Achievement,2022-05-09,missing,1.0,https://arxiv.org/abs/2205.04195
10501,2205.04189,FoReCo: a forecast-based recovery mechanism for real-time remote control of robotic manipulators,2022-05-09,missing,1.0,https://arxiv.org/abs/2205.04189
10502,2205.04169,Multi-Fingered In-Hand Manipulation with Various Object Properties Using Graph Convolutional Networks and Distributed Tactile Sensors,2022-05-09,missing,1.0,https://arxiv.org/abs/2205.04169
